Date,Time,Rg,Ratm,Rn,T_soilref,Ta,RH,uref,LAI_total,LAI_green,displacement_height,z0_soil,z0_canopy,zh,zref,Rain,O3_concentration,Pesticid_concentration,Pest_soil,NH3_concentration,GammaLeaf_NH3,GammaSoil_NH3,R_litter_NH3,SWC
[dd/mm/yyy,,[W.m-2],[W.m-2],[W.m-2],[ｰ,[ｰ,[%],[m.s-1],[m2.m-2],[m2.m-2],[m],[m],[m],[m],[m],[mm],[ｵg.m-,[ｵg.m-,[ｵg.m-,[ｵg.m-,[-],[-],[s.m-1],
6/13/2012,8:00:00,,,248.11,18.23683333,12.5,83,1.5,,,,,,,,0,14.469575,0,0,0,250,3000,0,0.243935098
6/13/2012,9:00:00,,,314.42,18.08716667,12.5,73,2.3,,,,,,,,0,12.650966,0,0,0,250,3000,0,0.243518422
6/13/2012,10:00:00,,,370.03,17.99116667,14.4,71,1.8,,,,,,,,0,13.068809,0,0,0,250,3000,0,0.243874009
6/13/2012,11:00:00,,,357.19,17.95583333,14.5,70,1.3,,,,,,,,0,29.747363,0,0,0,250,3000,0,0.243862443
6/13/2012,12:00:00,,,517.61,18.02116667,16.3,61,1.6,,,,,,,,0,38.69048,0,0,0,250,3000,0,0.243917302
6/13/2012,13:00:00,,,322.97,18.30466667,15.9,62,1.7,,,,,,,,0,46.702948,0,0,0,250,3000,0,0.243698708
6/13/2012,14:00:00,,,641.67,18.19783333,17.4,55,1.9,,,,,,,,0,46.757819,0,0,0,250,3000,0,0.243259987
6/13/2012,15:00:00,,,265.22,18.58066667,16.5,60,2,,,,,,,,0,48.671255,0,0,0,250,3000,0,0.242440804
6/13/2012,16:00:00,,,27.81,19.37766667,11.6,94,0,,,,,,,,11.6,47.453892,0,0,0,250,3000,0,0.258751135
6/13/2012,17:00:00,,,77,19.63433333,12.5,95,1.4,,,,,,,,1.7,50.177501,0,0,0,250,3000,0,0.254041447
6/13/2012,18:00:00,,,53.47,19.84566667,12.3,94,1.2,,,,,,,,0,48.515169,0,0,0,250,3000,0,0.252189769
6/13/2012,19:00:00,,,77,19.96933333,12.7,91,0.6,,,,,,,,0,46.947555,0,0,0,250,3000,0,0.251930477
6/13/2012,20:00:00,,,19.25,20.07616667,11.9,94,1.1,,,,,,,,0,41.285963,0,0,0,250,3000,0,0.250634988
6/13/2012,21:00:00,,,0,20.19383333,10.8,96,0.9,,,,,,,,0,45.558375,0,0,0,250,3000,0,0.249862716
6/13/2012,22:00:00,,,0,20.286,10.9,98,1,,,,,,,,0,50.727492,0,0,0,250,3000,0,0.248980436
6/13/2012,23:00:00,,,0,20.27383333,10.7,98,1,,,,,,,,0,51.557085,0,0,0,250,3000,0,0.248353791
6/14/2012,0:00:00,,,0,20.19283333,10.6,99,1.1,,,,,,,,0,55.402557,0,0,0,250,3000,0,0.248182049
6/14/2012,1:00:00,,,0,20.09,10.6,100,1.1,,,,,,,,0.2,47.325245,0,0,0,250,3000,0,0.247735979
6/14/2012,2:00:00,,,0,19.90283333,10.5,100,1.3,,,,,,,,0,45.663723,0,0,0,250,3000,0,0.247607644
6/14/2012,3:00:00,,,0,19.69033333,10,100,1.2,,,,,,,,0,53.630802,0,0,0,250,3000,0,0.247429222
6/14/2012,4:00:00,,,0,19.47966667,9.6,100,1.3,,,,,,,,0,49.276256,0,0,0,250,3000,0,0.247421384
6/14/2012,5:00:00,,,25.67,19.37916667,10,100,1.5,,,,,,,,0,52.892164,0,0,0,250,3000,0,0.247522989
6/14/2012,6:00:00,,,49.19,19.193,10,100,2.3,,,,,,,,0,45.72536,0,0,0,250,3000,0,0.247578738
6/14/2012,7:00:00,,,121.92,19.141,11,100,1.7,,,,,,,,0,36.334582,0,0,0,250,3000,0,0.248263648
6/14/2012,8:00:00,,,282.33,19.068,13.2,97,1.9,,,,,,,,0,35.106736,0,0,0,250,3000,0,0.249588102
6/14/2012,9:00:00,,,455.58,19.02833333,15.6,85,2.5,,,,,,,,0,34.548416,0,0,0,250,3000,0,0.250619908
6/14/2012,10:00:00,,,517.61,19.03766667,17.3,69,3,,,,,,,,0,36.643353,0,0,0,250,3000,0,0.250776379
6/14/2012,11:00:00,,,551.83,18.83033333,17.8,62,3,,,,,,,,0,40.078615,0,0,0,250,3000,0,0.251114412
6/14/2012,12:00:00,,,607.44,18.84033333,19.5,54,2.9,,,,,,,,0,35.547188,0,0,0,250,3000,0,0.250168532
6/14/2012,13:00:00,,,622.42,18.94516667,19.6,57,3.4,,,,,,,,0,32.872544,0,0,0,250,3000,0,0.24895559
6/14/2012,14:00:00,,,361.47,19.44833333,19.3,50,3.9,,,,,,,,0,31.404461,0,0,0,250,3000,0,0.248398388
6/14/2012,15:00:00,,,288.75,19.90233333,19.3,55,3.8,,,,,,,,0,32.469574,0,0,0,250,3000,0,0.248097748
6/14/2012,16:00:00,,,297.3,20.21866667,19.3,56,3.4,,,,,,,,0,27.212644,0,0,0,250,3000,0,0.2472017
6/14/2012,17:00:00,,,205.33,20.62,19.5,59,3.5,,,,,,,,0,21.334147,0,0,0,250,3000,0,0.246740188
6/14/2012,18:00:00,,,119.78,21.10683333,18.9,61,3.5,,,,,,,,0,18.921227,0,0,0,250,3000,0,0.24582688
6/14/2012,19:00:00,,,59.89,21.463,18.4,64,2.6,,,,,,,,0,18.57533,0,0,0,250,3000,0,0.245610757
6/14/2012,20:00:00,,,14.97,21.63866667,17.6,68,2.6,,,,,,,,0,33.695774,0,0,0,250,3000,0,0.244465778
6/14/2012,21:00:00,,,0,21.80616667,17.1,71,2.2,,,,,,,,0,39.316686,0,0,0,250,3000,0,0.244020707
6/14/2012,22:00:00,,,0,21.85516667,16.3,76,1.7,,,,,,,,0,32.442242,0,0,0,250,3000,0,0.242957571
6/14/2012,23:00:00,,,0,21.77866667,15.9,79,2.4,,,,,,,,0,25.040583,0,0,0,250,3000,0,0.242965871
6/15/2012,0:00:00,,,0,21.75016667,15.8,80,1.6,,,,,,,,0,22.966064,0,0,0,250,3000,0,0.242832814
6/15/2012,1:00:00,,,0,21.637,15.5,83,1.1,,,,,,,,0,22.66425,0,0,0,250,3000,0,0.242682218
6/15/2012,2:00:00,,,0,21.54266667,15,91,2.2,,,,,,,,1.2,18.863866,0,0,0,250,3000,0,0.243485087
6/15/2012,3:00:00,,,0,21.46233333,14.5,95,2.1,,,,,,,,1.4,18.654291,0,0,0,250,3000,0,0.247679493
6/15/2012,4:00:00,,,0,21.25383333,13.9,96,1,,,,,,,,2.4,20.155842,0,0,0,250,3000,0,0.252469378
6/15/2012,5:00:00,,,0,21.0515,13.6,95,2.2,,,,,,,,0.8,20.125599,0,0,0,250,3000,0,0.251295413
6/15/2012,6:00:00,,,2.14,20.944,13.8,94,2.6,,,,,,,,0.2,18.391405,0,0,0,250,3000,0,0.2500457
6/15/2012,7:00:00,,,29.94,20.82233333,13.9,96,2.8,,,,,,,,0.4,19.093123,0,0,0,250,3000,0,0.249915452
6/15/2012,8:00:00,,,83.42,20.653,14.6,95,3.3,,,,,,,,0.2,16.646926,0,0,0,250,3000,0,0.250042708
6/15/2012,9:00:00,,,273.78,20.47983333,16.4,87,3.8,,,,,,,,0,18.207054,0,0,0,250,3000,0,0.252053807
6/15/2012,10:00:00,,,365.75,20.64633333,17.1,75,4.4,,,,,,,,0,18.446055,0,0,0,250,3000,0,0.251866482
6/15/2012,11:00:00,,,312.28,20.711,18,71,4.1,,,,,,,,0,21.659112,0,0,0,250,3000,0,0.251221934
6/15/2012,12:00:00,,,250.25,20.7585,18.5,71,3.2,,,,,,,,0,19.051255,0,0,0,250,3000,0,0.251023586
6/15/2012,13:00:00,,,280.19,20.83883333,19.5,66,4.6,,,,,,,,0,20.99722,0,0,0,250,3000,0,0.250559425
6/15/2012,14:00:00,,,265.22,20.90916667,19.8,61,6.1,,,,,,,,0,18.897835,0,0,0,250,3000,0,0.250648783
6/15/2012,15:00:00,,,290.89,20.95033333,19.2,63,4.7,,,,,,,,0,19.898009,0,0,0,250,3000,0,0.24970017
6/15/2012,16:00:00,,,102.67,21.10016667,18.8,66,4.6,,,,,,,,0,21.406119,0,0,0,250,3000,0,0.249045493
6/15/2012,17:00:00,,,66.31,21.1495,18.2,69,3.3,,,,,,,,0,19.131718,0,0,0,250,3000,0,0.248911474
6/15/2012,18:00:00,,,34.22,21.139,15.8,87,3.2,,,,,,,,0,17.266276,0,0,0,250,3000,0,0.24771535
6/15/2012,19:00:00,,,6.42,21.217,14.9,94,2.1,,,,,,,,0.8,20.004563,0,0,0,250,3000,0,0.24838811
6/15/2012,20:00:00,,,0,21.274,14.5,96,1.3,,,,,,,,0.2,17.525368,0,0,0,250,3000,0,0.248530818
6/15/2012,21:00:00,,,0,21.28833333,14.3,97,1.4,,,,,,,,1,16.282489,0,0,0,250,3000,0,0.250569239
6/15/2012,22:00:00,,,0,21.21316667,14.2,98,1.8,,,,,,,,0.4,15.365116,0,0,0,250,3000,0,0.250915339
6/15/2012,23:00:00,,,0,21.21733333,14.2,98,2.5,,,,,,,,0,14.525111,0,0,0,250,3000,0,0.250668255
6/16/2012,0:00:00,,,0,21.1315,14.3,98,2.5,,,,,,,,0,12.016603,0,0,0,250,3000,0,0.250578133
6/16/2012,1:00:00,,,0,21.05066667,14.7,98,3,,,,,,,,0.2,14.761117,0,0,0,250,3000,0,0.250152487
6/16/2012,2:00:00,,,0,20.95066667,15,97,2.7,,,,,,,,0.2,14.522763,0,0,0,250,3000,0,0.250299524
6/16/2012,3:00:00,,,0,20.84666667,15.1,95,2.9,,,,,,,,0,15.600078,0,0,0,250,3000,0,0.250227299
6/16/2012,4:00:00,,,0,20.76583333,15.1,96,3.2,,,,,,,,0,13.284041,0,0,0,250,3000,0,0.250137093
6/16/2012,5:00:00,,,0,20.63683333,15,95,2.9,,,,,,,,0,12.728001,0,0,0,250,3000,0,0.24987268
6/16/2012,6:00:00,,,4.28,20.54283333,14.6,96,2.9,,,,,,,,0.2,12.623051,0,0,0,250,3000,0,0.250384201
6/16/2012,7:00:00,,,17.11,20.51583333,14.4,95,3.1,,,,,,,,0.2,11.450214,0,0,0,250,3000,0,0.250631242
6/16/2012,8:00:00,,,72.72,20.4975,14.8,94,2,,,,,,,,0,11.455444,0,0,0,250,3000,0,0.250341841
6/16/2012,9:00:00,,,94.11,20.39883333,14.5,93,4.1,,,,,,,,0.2,10.039238,0,0,0,250,3000,0,0.250849244
6/16/2012,10:00:00,,,154,20.308,15.4,91,3.2,,,,,,,,0,10.009145,0,0,0,250,3000,0,0.251277123
6/16/2012,11:00:00,,,111.22,20.20383333,14.8,94,3.2,,,,,,,,0.6,10.455089,0,0,0,250,3000,0,0.251675723
6/16/2012,12:00:00,,,109.08,20.24783333,15.1,92,4.4,,,,,,,,0.4,9.254202,0,0,0,250,3000,0,0.252161519
6/16/2012,13:00:00,,,121.92,20.17016667,15.3,90,3.3,,,,,,,,0,10.311263,0,0,0,250,3000,0,0.252278507
6/16/2012,14:00:00,,,318.69,20.238,16.7,76,4.9,,,,,,,,0,12.170371,0,0,0,250,3000,0,0.252596248
6/16/2012,15:00:00,,,318.69,20.28716667,17.8,75,3.3,,,,,,,,0,10.639399,0,0,0,250,3000,0,0.252495928
6/16/2012,16:00:00,,,342.22,20.448,17.6,71,4.8,,,,,,,,0,10.25572,0,0,0,250,3000,0,0.252157746
6/16/2012,17:00:00,,,201.06,20.60216667,17.9,71,3.7,,,,,,,,0,11.525296,0,0,0,250,3000,0,0.252361293
6/16/2012,18:00:00,,,136.89,20.67766667,18.2,71,4.2,,,,,,,,0,20.144183,0,0,0,250,3000,0,0.251733879
6/16/2012,19:00:00,,,126.19,20.6975,17.5,58,3.8,,,,,,,,0,29.636918,0,0,0,250,3000,0,0.251434975
6/16/2012,20:00:00,,,19.25,20.72633333,15.6,64,3,,,,,,,,0,39.140015,0,0,0,250,3000,0,0.250435056
6/16/2012,21:00:00,,,0,20.787,14.4,68,3.2,,,,,,,,0,39.021668,0,0,0,250,3000,0,0.249548669
6/16/2012,22:00:00,,,0,20.81066667,13.3,73,3.4,,,,,,,,0,45.295659,0,0,0,250,3000,0,0.248254714
6/16/2012,23:00:00,,,0,20.8,12.7,76,4,,,,,,,,0,46.20816,0,0,0,250,3000,0,0.247968318
6/17/2012,0:00:00,,,0,20.72683333,12.1,79,4.4,,,,,,,,0,49.624781,0,0,0,250,3000,0,0.247811713
6/17/2012,1:00:00,,,0,20.5745,11.6,82,4.1,,,,,,,,0,47.602534,0,0,0,250,3000,0,0.247682021
6/17/2012,2:00:00,,,0,20.401,11.2,86,4,,,,,,,,0,47.346664,0,0,0,250,3000,0,0.247510784
6/17/2012,3:00:00,,,0,20.221,10.4,90,1.7,,,,,,,,0,50.03503,0,0,0,250,3000,0,0.246383308
6/17/2012,4:00:00,,,0,20.1115,9.6,95,2.1,,,,,,,,0,34.696622,0,0,0,250,3000,0,0.246143591
6/17/2012,5:00:00,,,,19.9555,10.6,92,2,,,,,,,,0,20.842305,0,0,0,250,3000,0,0.246102861
6/17/2012,6:00:00,,,,19.793,11.8,87,2.5,,,,,,,,0,24.546579,0,0,0,250,3000,0,0.247047215
6/17/2012,7:00:00,,,,19.50016667,13.6,82,3.1,,,,,,,,0,39.778481,0,0,0,250,3000,0,0.248156982
6/17/2012,8:00:00,,,,19.36816667,15.3,72,3,,,,,,,,0,42.159612,0,0,0,250,3000,0,0.24908252
6/17/2012,9:00:00,,,,18.8975,17,66,2.8,,,,,,,,0,43.350632,0,0,0,250,3000,0,0.249913717
6/17/2012,10:00:00,,,,18.69083333,17.4,56,3.3,,,,,,,,0,37.167569,0,0,0,250,3000,0,0.250436071
6/17/2012,11:00:00,,,605.3,18.76033333,17.8,58,2.8,,,,,,,,0,27.445121,0,0,0,250,3000,0,0.250474362
6/17/2012,12:00:00,,,586.05,18.8985,18.8,53,2.8,,,,,,,,0,36.931104,0,0,0,250,3000,0,0.249069453
6/17/2012,13:00:00,,,594.61,19.18183333,19.1,49,2.8,,,,,,,,0,38.656625,0,0,0,250,3000,0,0.248658567
6/17/2012,14:00:00,,,483.39,19.46383333,19.4,50,2.4,,,,,,,,0,39.493715,0,0,0,250,3000,0,0.248471706
6/17/2012,15:00:00,,,429.92,19.782,19.1,48,2.1,,,,,,,,0,41.554012,0,0,0,250,3000,0,0.246926059
6/17/2012,16:00:00,,,395.69,20.24633333,19.7,49,2,,,,,,,,0,43.292235,0,0,0,250,3000,0,0.247196255
6/17/2012,17:00:00,,,376.44,20.6645,20,46,2.3,,,,,,,,0,42.474053,0,0,0,250,3000,0,0.246337763
6/17/2012,18:00:00,,,265.22,21.51,19.6,48,2.6,,,,,,,,0,40.937429,0,0,0,250,3000,0,0.245328261
6/17/2012,19:00:00,,,106.94,22.04966667,18.9,51,1.9,,,,,,,,0,45.078101,0,0,0,250,3000,0,0.243604021
6/17/2012,20:00:00,,,19.25,22.386,16.8,64,0.9,,,,,,,,0,45.014799,0,0,0,250,3000,0,0.242994871
6/17/2012,21:00:00,,,0,22.585,16.8,66,1.3,,,,,,,,0,55.599602,0,0,0,250,3000,0,0.242695847
6/17/2012,22:00:00,,,0,22.6925,16.8,66,2,,,,,,,,0,59.955495,0,0,0,250,3000,0,0.242245466
6/17/2012,23:00:00,,,0,22.67616667,16.6,67,2.3,,,,,,,,0,61.360645,0,0,0,250,3000,0,0.24225693
6/18/2012,0:00:00,,,0,22.60066667,16.1,70,2.1,,,,,,,,0,60.891818,0,0,0,250,3000,0,0.242154214
6/18/2012,1:00:00,,,0,22.53383333,16.1,71,1.8,,,,,,,,0,59.458943,0,0,0,250,3000,0,0.242173549
6/18/2012,2:00:00,,,0,,13,96,4,,,,,,,,14.8,61.261549,0,0,0,250,3000,0,0.238464904
6/18/2012,3:00:00,,,0,,12.7,97,2.4,,,,,,,,4.3,61.416013,0,0,0,250,3000,0,0.236507076
6/18/2012,4:00:00,,,0,,12.8,97,1.8,,,,,,,,0.8,57.81409,0,0,0,250,3000,0,0.258051441
6/18/2012,5:00:00,,,8.56,,12.9,98,2.1,,,,,,,,0,57.160553,0,0,0,250,3000,0,0.256887461
6/18/2012,6:00:00,,,12.83,,12.8,98,2.3,,,,,,,,0,51.9223,0,0,0,250,3000,0,0.256664443
6/18/2012,7:00:00,,,42.78,,13,97,2,,,,,,,,0,44.158941,0,0,0,250,3000,0,0.256403355
6/18/2012,8:00:00,,,128.33,,14.1,93,2.5,,,,,,,,0,36.465036,0,0,0,250,3000,0,0.256431377
6/18/2012,9:00:00,,,243.83,,15.3,87,2.7,,,,,,,,0,34.558124,0,0,0,250,3000,0,0.256186362
6/18/2012,10:00:00,,,85.56,,13.1,95,1.9,,,,,,,,0,28.312931,0,0,0,250,3000,0,0.256948041
6/18/2012,11:00:00,,,134.75,,13.6,90,2.3,,,,,,,,0,27.772341,0,0,0,250,3000,0,0.256817095
6/18/2012,12:00:00,,,509.06,,17,73,2.4,,,,,,,,0,27.066714,0,0,0,250,3000,0,0.255896377
6/18/2012,13:00:00,,,429.92,,16.7,72,2.1,,,,,,,,0,21.638003,0,0,0,250,3000,0,0.256309526
6/18/2012,14:00:00,,,173.25,,16.5,70,1.8,,,,,,,,0,24.138961,0,0,0,250,3000,0,0.256356097
6/18/2012,15:00:00,,,397.83,,17.9,64,2.4,,,,,,,,0,26.602916,0,0,0,250,3000,0,0.256388893
6/18/2012,16:00:00,,,245.97,,17.4,67,1.8,,,,,,,,0,29.486025,0,0,0,250,3000,0,0.25582652
6/18/2012,17:00:00,,,115.5,,16.9,68,2.2,,,,,,,,0,27.895042,0,0,0,250,3000,0,0.254756375
6/18/2012,18:00:00,,,126.19,,16.8,67,1.8,,,,,,,,0,25.954047,0,0,0,250,3000,0,0.253868886
6/18/2012,19:00:00,,,51.33,,15.6,73,1.6,,,,,,,,0,23.120488,0,0,0,250,3000,0,0.25334515
6/18/2012,20:00:00,,,4.28,,14.1,82,0.8,,,,,,,,0,24.879345,0,0,0,250,3000,0,0.25242809
6/18/2012,21:00:00,,,0,,13.6,84,0.8,,,,,,,,0,23.869069,0,0,0,250,3000,0,0.252271437
6/18/2012,22:00:00,,,0,,12.8,87,0.6,,,,,,,,0,23.693434,0,0,0,250,3000,0,0.251876243
6/18/2012,23:00:00,,,0,,12.1,91,0.6,,,,,,,,0,24.172363,0,0,0,250,3000,0,0.251386993
6/19/2012,0:00:00,,,0,,11.6,96,0.8,,,,,,,,0,24.302783,0,0,0,250,3000,0,0.250846079
6/19/2012,1:00:00,,,0,,11.7,93,0,,,,,,,,0,23.441353,0,0,0,250,3000,0,0.251088906
6/19/2012,2:00:00,,,0,,11.3,96,0.9,,,,,,,,0,23.316555,0,0,0,250,3000,0,0.251031588
6/19/2012,3:00:00,,,0,,11.1,95,0.5,,,,,,,,0,29.079803,0,0,0,250,3000,0,0.250749961
6/19/2012,4:00:00,,,0,,11.3,97,1.2,,,,,,,,0,28.722748,0,0,0,250,3000,0,0.250747119
6/19/2012,5:00:00,,,17.11,,12.3,94,1.7,,,,,,,,0,22.87511,0,0,0,250,3000,0,0.251370965
6/19/2012,6:00:00,,,36.36,,12.6,93,2,,,,,,,,0,21.242377,0,0,0,250,3000,0,0.251727899
6/19/2012,7:00:00,,,106.94,,13.5,90,2.3,,,,,,,,0,20.41419,0,0,0,250,3000,0,0.252571025
6/19/2012,8:00:00,,,113.36,,13.8,87,2.8,,,,,,,,0,23.069202,0,0,0,250,3000,0,0.252624706
6/19/2012,9:00:00,,,111.22,,14.5,83,3.4,,,,,,,,0,25.311108,0,0,0,250,3000,0,0.252028372
6/19/2012,10:00:00,,,327.25,,16.4,72,3.1,,,,,,,,0,22.710184,0,0,0,250,3000,0,0.252870153
6/19/2012,11:00:00,,,333.67,,17,69,3.1,,,,,,,,0,22.390034,0,0,0,250,3000,0,0.252386622
6/19/2012,12:00:00,,,290.89,,17.9,69,3.4,,,,,,,,0,25.910999,0,0,0,250,3000,0,0.253773137
6/19/2012,13:00:00,,,579.64,,19.1,65,4,,,,,,,,0,34.549107,0,0,0,250,3000,0,0.253242985
6/19/2012,14:00:00,,,412.8,,18.9,65,3.5,,,,,,,,0,43.395073,0,0,0,250,3000,0,0.253130296
6/19/2012,15:00:00,,,235.28,23.8185,18.7,66,3.3,,,,,,,,0,43.493065,0,0,0,250,3000,0,0.252771036
6/19/2012,16:00:00,,,175.39,25.77816667,17.9,67,3.7,,,,,,,,0,39.77534,0,0,0,250,3000,0,0.251364795
6/19/2012,17:00:00,,,115.5,25.344,17.6,69,3.2,,,,,,,,0,36.5552,0,0,0,250,3000,0,0.25108225
6/19/2012,18:00:00,,,72.72,26.6105,17.2,71,2.2,,,,,,,,0,25.799711,0,0,0,250,3000,0,0.250709805
6/19/2012,19:00:00,,,12.83,26.66266667,16.2,80,2.5,,,,,,,,0.2,20.306732,0,0,0,250,3000,0,0.249678892
6/19/2012,20:00:00,,,0,26.699,15.1,89,1.4,,,,,,,,1,20.019686,0,0,0,250,3000,0,0.250757657
6/19/2012,21:00:00,,,0,26.7535,14.6,93,1.1,,,,,,,,0.6,29.156623,0,0,0,250,3000,0,0.253012229
6/19/2012,22:00:00,,,0,26.6495,14,94,2,,,,,,,,0.8,29.326281,0,0,0,250,3000,0,0.254899331
6/19/2012,23:00:00,,,0,26.56666667,13.7,96,1.5,,,,,,,,0.2,30.335207,0,0,0,250,3000,0,0.255408639
6/20/2012,0:00:00,,,0,26.44366667,13.3,96,1.3,,,,,,,,0,31.088551,0,0,0,250,3000,0,0.254693784
6/20/2012,1:00:00,,,0,26.40566667,12.7,95,1.1,,,,,,,,0,31.773544,0,0,0,250,3000,0,0.254583817
6/20/2012,2:00:00,,,0,25.76033333,12.3,96,0.6,,,,,,,,0,28.030067,0,0,0,250,3000,0,0.253686483
6/20/2012,3:00:00,,,0,23.83116667,11.7,96,0.7,,,,,,,,0,27.493208,0,0,0,250,3000,0,0.253160298
6/20/2012,4:00:00,,,0,23.70383333,11.1,97,0.9,,,,,,,,0,25.331268,0,0,0,250,3000,0,0.252740486
6/20/2012,5:00:00,,,27.81,23.7755,11.7,95,0.5,,,,,,,,0,24.630807,0,0,0,250,3000,0,0.252705671
6/20/2012,6:00:00,,,117.64,23.60633333,13.3,92,1.6,,,,,,,,0.2,15.060202,0,0,0,250,3000,0,0.253447837
6/20/2012,7:00:00,,,245.97,23.3185,15,86,1.2,,,,,,,,0,16.057962,0,0,0,250,3000,0,0.254473622
6/20/2012,8:00:00,,,378.58,24.51283333,16.6,82,2.1,,,,,,,,0,14.74009,0,0,0,250,3000,0,0.234652303
6/20/2012,9:00:00,,,481.25,23.97416667,18.1,75,2.8,,,,,,,,0,13.40984,0,0,0,250,3000,0,0.234897812
6/20/2012,10:00:00,,,511.19,22.48283333,20,67,2.5,,,,,,,,0,12.747859,0,0,0,250,3000,0,0.235695217
6/20/2012,11:00:00,,,601.03,,20.3,63,3.1,,,,,,,,0,11.096242,0,0,0,250,3000,0,0.235950728
6/20/2012,12:00:00,,,675.89,,21.5,59,1.8,,,,,,,,0,11.79763,0,0,0,250,3000,0,0.234596364
6/20/2012,13:00:00,,,663.05,20.069,22.5,57,1.9,,,,,,,,0,12.713358,0,0,0,250,3000,0,0.234175102
6/20/2012,14:00:00,,,630.97,20.375,23.1,49,3.3,,,,,,,,0,13.65016,0,0,0,250,3000,0,0.232963229
6/20/2012,15:00:00,,,382.86,21.41833333,23.1,51,0.6,,,,,,,,0,12.259116,0,0,0,250,3000,0,0.233676774
6/20/2012,16:00:00,,,254.53,22.213,22.8,52,1.8,,,,,,,,0,10.03845,0,0,0,250,3000,0,0.231148542
6/20/2012,17:00:00,,,211.75,22.84683333,22.8,54,2,,,,,,,,0,14.957041,0,0,0,250,3000,0,0.255253001
6/20/2012,18:00:00,,,149.72,23.663,22.5,57,2.5,,,,,,,,0,18.767879,0,0,0,250,3000,0,0.254085441
6/20/2012,19:00:00,,,94.11,24.22566667,21.7,59,2,,,,,,,,0,20.895903,0,0,0,250,3000,0,0.252426346
6/20/2012,20:00:00,,,6.42,24.52683333,20.1,68,1,,,,,,,,0,16.204574,0,0,0,250,3000,0,0.250850338
6/20/2012,21:00:00,,,0,24.58816667,19.1,75,1.5,,,,,,,,0,19.214421,0,0,0,250,3000,0,0.24989459
6/20/2012,22:00:00,,,0,24.59833333,18.5,78,0.9,,,,,,,,0,15.826104,0,0,0,250,3000,0,0.249765006
6/20/2012,23:00:00,,,0,24.60766667,18,81,2.1,,,,,,,,0,13.723134,0,0,0,250,3000,0,0.250149134
6/21/2012,0:00:00,,,0,24.486,17.5,85,2,,,,,,,,0,14.963198,0,0,0,250,3000,0,0.25010488
6/21/2012,1:00:00,,,0,24.40833333,17.3,87,2,,,,,,,,0,15.930699,0,0,0,250,3000,0,0.249958497
6/21/2012,2:00:00,,,0,24.25466667,17.3,89,2.1,,,,,,,,0,14.467693,0,0,0,250,3000,0,0.249642185
6/21/2012,3:00:00,,,0,24.00766667,17,93,1.7,,,,,,,,0,13.873444,0,0,0,250,3000,0,0.25232555
6/21/2012,4:00:00,,,0,23.75016667,16.6,96,2.7,,,,,,,,4.3,13.865685,0,0,0,250,3000,0,0.259714103
6/21/2012,5:00:00,,,8.56,23.5945,16.7,97,1.7,,,,,,,,0,12.778021,0,0,0,250,3000,0,0.234966184
6/21/2012,6:00:00,,,27.81,23.3915,16.6,97,2.2,,,,,,,,0,12.660856,0,0,0,250,3000,0,0.23444597
6/21/2012,7:00:00,,,51.33,23.26733333,17.1,97,2.4,,,,,,,,0,12.835782,0,0,0,250,3000,0,0.258936961
6/21/2012,8:00:00,,,141.17,23.0965,18.2,94,2.2,,,,,,,,0,13.822395,0,0,0,250,3000,0,0.259579154
6/21/2012,9:00:00,,,395.69,22.97366667,20.3,86,2.4,,,,,,,,0,27.366952,0,0,0,250,3000,0,0.259855556
6/21/2012,10:00:00,,,365.75,22.80516667,22,82,2.6,,,,,,,,0.2,26.070806,0,0,0,250,3000,0,0.260368433
6/21/2012,11:00:00,,,273.78,22.80916667,22.2,77,3.1,,,,,,,,0,21.350382,0,0,0,250,3000,0,0.260623435
6/21/2012,12:00:00,,,496.22,22.63533333,24.4,68,3.7,,,,,,,,0,12.816794,0,0,0,250,3000,0,0.260196987
6/21/2012,13:00:00,,,290.89,23.02183333,22.7,72,3.1,,,,,,,,0,7.730348,0,0,0,250,3000,0,0.237076858
6/21/2012,14:00:00,,,21.39,23.518,18,93,2.6,,,,,,,,7.6,5.260361,0,0,0,250,3000,0,0.24098292
6/21/2012,15:00:00,,,260.94,23.7795,20.5,73,6.2,,,,,,,,0,4.918643,0,0,0,250,3000,0,0.240331908
6/21/2012,16:00:00,,,297.3,23.95033333,20.6,61,6.4,,,,,,,,0,7.413121,0,0,0,250,3000,0,0.239584811
6/21/2012,17:00:00,,,312.28,24.13633333,19.5,53,7.5,,,,,,,,0,12.553481,0,0,0,250,3000,0,0.259459864
6/21/2012,18:00:00,,,186.08,24.2895,18.6,54,6.7,,,,,,,,0,9.271929,0,0,0,250,3000,0,0.258322384
6/21/2012,19:00:00,,,109.08,24.198,17.4,55,5.6,,,,,,,,0,9.881868,0,0,0,250,3000,0,0.257270054
6/21/2012,20:00:00,,,12.83,24.03333333,15.7,63,3.7,,,,,,,,0,17.21227,0,0,0,250,3000,0,0.255806213
6/21/2012,21:00:00,,,0,24.0855,14.6,68,2.6,,,,,,,,0,40.159605,0,0,0,250,3000,0,0.255517779
6/21/2012,22:00:00,,,0,,14.1,70,3.8,,,,,,,,0,45.522323,0,0,0,250,3000,0,0.25466483
6/21/2012,23:00:00,,,0,,12.6,78,3.4,,,,,,,,0,47.500444,0,0,0,250,3000,0,0.253615497
6/22/2012,0:00:00,,,0,,12,82,4.1,,,,,,,,0,52.571512,0,0,0,250,3000,0,0.252719901
